100 0.000249171
1100 0.0274445
2100 0.0906782
3100 0.188482
4100 0.326274
5100 0.506442
6100 0.727616
7100 1.00517
8100 1.32133
9100 1.7554
10100 2.17636
11100 2.45516
12100 2.98393
13100 4.6796
14100 5.78295
15100 5.65703
16100 5.33481
17100 8.83645
18100 6.69357
19100 7.31045
20100 8.19357
21100 8.98924
22100 10.6573
23100 13.5772
24100 14.8925
25100 18.8439
26100 20.4496
27100 29.9382
28100 31.9888
29100 28.2721
30100 28.8684
31100 38.0768
32100 35.8252
33100 41.3966
34100 53.5274
35100 45.9795
36100 53.3392
37100 75.4167
38100 53.8997
39100 78.503
40100 77.2628
41100 88.4193
42100 70.0849
43100 83.9829
44100 88.9402
45100 81.9255
46100 87.7409
47100 99.6839
48100 91.2608
49100 91.0596
