100 0.000195017
1100 0.0181199
2100 0.0551645
3100 0.124558
4100 0.224634
5100 0.353199
6100 0.512754
7100 0.707994
8100 0.933186
9100 1.21558
10100 1.47704
11100 1.77807
12100 2.11585
13100 2.51198
14100 2.98398
15100 3.33023
16100 3.76813
17100 4.30374
18100 4.82441
19100 5.39584
20100 5.91716
21100 6.61692
22100 7.2515
23100 7.92353
24100 8.80204
25100 9.47576
26100 10.3592
27100 11.1818
28100 12.1782
29100 12.8679
30100 13.9468
31100 14.691
32100 15.6805
33100 16.9895
34100 18.0019
35100 19.0226
36100 20.1964
37100 21.3495
38100 22.7066
39100 24.2329
40100 27.3501
41100 26.0613
42100 27.3384
43100 28.6839
44100 30.5163
45100 32.3976
46100 34.3551
47100 35.0441
48100 39.8167
49100 39.2711
