10 1.39e-06
1010 1.9483e-05
2010 3.1309e-05
3010 4.379e-05
4010 5.8014e-05
5010 7.1097e-05
6010 8.3115e-05
7010 9.5736e-05
8010 0.000109064
9010 0.000123066
10010 0.000135809
11010 0.000151521
12010 0.000165797
13010 0.000180389
14010 0.000195762
15010 0.000210214
16010 0.000224402
17010 0.000238226
18010 0.000251665
19010 0.000265981
20010 0.000280549
21010 0.000294739
22010 0.000327652
23010 0.000320646
24010 0.000332207
25010 0.000345555
26010 0.000359046
27010 0.000373117
28010 0.000384609
29010 0.000394564
30010 0.000405678
31010 0.000418008
32010 0.000430145
33010 0.000446488
34010 0.000454949
35010 0.000467671
36010 0.00047974
37010 0.000493479
38010 0.00050591
39010 0.000518542
40010 0.000531698
41010 0.000555189
42010 0.000536662
43010 0.00055515
44010 0.000568311
45010 0.000580254
46010 0.000594946
47010 0.000608182
48010 0.000619881
49010 0.00063033
50010 0.000640523
51010 0.000655019
52010 0.000668249
53010 0.00068266
54010 0.000651374
55010 0.000582539
56010 0.00059339
57010 0.000605475
58010 0.000617082
59010 0.000628173
60010 0.000643028
61010 0.000649624
62010 0.000658695
63010 0.000670405
64010 0.000682108
65010 0.000692623
66010 0.000707691
67010 0.000714668
68010 0.000723368
69010 0.000734323
70010 0.000745673
71010 0.000754933
72010 0.000768172
73010 0.00077879
74010 0.000790287
75010 0.000800718
76010 0.000809948
77010 0.000823255
78010 0.000832038
79010 0.00084243
80010 0.000932957
81010 0.00111709
82010 0.000879394
83010 0.000896823
84010 0.000895264
85010 0.000906062
86010 0.000920686
87010 0.000927397
88010 0.000933379
89010 0.000938993
90010 0.000953383
91010 0.000954118
92010 0.000961694
93010 0.000969589
94010 0.000982593
95010 0.000986835
96010 0.000996352
97010 0.000999846
98010 0.00101317
99010 0.00101552
