10 1.0847e-05
1010 2.8785e-05
2010 4.6438e-05
3010 6.5248e-05
4010 4.1292e-05
5010 4.9963e-05
6010 5.9244e-05
7010 6.7644e-05
8010 7.7291e-05
9010 8.7108e-05
10010 9.6731e-05
11010 0.000106076
12010 0.000115792
13010 0.000125726
14010 0.000161784
15010 0.000144859
16010 0.000154307
17010 0.000164001
18010 0.000173595
19010 0.000182838
20010 0.000192045
21010 0.000201146
22010 0.00021163
23010 0.000221894
24010 0.000230953
25010 0.000240993
26010 0.000250693
27010 0.000260156
28010 0.000269473
29010 0.000278638
30010 0.000288135
31010 0.000419277
32010 0.00046785
33010 0.000454272
34010 0.000335171
35010 0.000344956
36010 0.000358787
37010 0.00035426
38010 0.000363981
39010 0.000406937
40010 0.000381798
41010 0.000391997
42010 0.000425333
43010 0.000410728
44010 0.000419539
45010 0.000430128
46010 0.000438569
47010 0.000505999
48010 0.000478622
49010 0.000611678
50010 0.00065537
51010 0.000551516
52010 0.000497231
53010 0.000507026
54010 0.000515836
55010 0.000525899
56010 0.000533341
57010 0.000566189
58010 0.000553265
59010 0.000562812
60010 0.000571917
61010 0.000581651
62010 0.000590741
63010 0.000601048
64010 0.000612728
65010 0.000619651
66010 0.000629142
67010 0.000636369
68010 0.000647705
69010 0.000657079
70010 0.000667473
71010 0.000676422
72010 0.000685561
73010 0.000692815
74010 0.000702136
75010 0.000712114
76010 0.000726218
77010 0.000733084
78010 0.000739758
79010 0.000749278
80010 0.000758237
81010 0.000789649
82010 0.000791147
83010 0.000789996
84010 0.00079933
85010 0.000809555
86010 0.000818499
87010 0.000828135
88010 0.000834226
89010 0.00084693
90010 0.000856011
91010 0.000867578
92010 0.000870998
93010 0.00088442
94010 0.000894247
95010 0.000899659
96010 0.000914833
97010 0.000918175
98010 0.000931142
99010 0.000939885
