0 1.86e-07
100 0.000109373
200 0.000193459
300 0.000306128
400 0.000287546
500 0.000384287
600 0.000502221
700 0.000570127
800 0.000677194
900 0.000776681
1000 0.000848428
1100 0.000963266
1200 0.00113667
1300 0.00123343
1400 0.00124839
1500 0.00132559
1600 0.00150114
1700 0.00168182
1800 0.00185252
1900 0.0019167
2000 0.00188844
2100 0.00199363
2200 0.00216454
2300 0.00231217
2400 0.00242273
2500 0.00248786
2600 0.00262963
2700 0.00278951
2800 0.00294006
2900 0.00313653
3000 0.00330014
3100 0.00346972
3200 0.00357312
3300 0.00369563
3400 0.00380877
3500 0.00399438
3600 0.00426039
3700 0.00448786
3800 0.00463974
3900 0.00487548
