0 1.92e-07
100 7.4322e-05
200 0.000166148
300 0.000337493
400 0.000468127
500 0.000677534
600 0.000884485
700 0.00111085
800 0.00138739
900 0.00158901
1000 0.00185268
1100 0.00210946
1200 0.00236097
1300 0.00263921
1400 0.00293707
1500 0.0032084
1600 0.00352338
1700 0.00385622
1800 0.00456785
1900 0.00717785
2000 0.00508738
2100 0.00566544
2200 0.00618707
2300 0.00623639
2400 0.00666906
2500 0.00682273
2600 0.00721435
2700 0.00787126
2800 0.00845198
2900 0.00880426
3000 0.00937868
3100 0.0101212
3200 0.0108287
3300 0.0114148
3400 0.0120758
3500 0.012827
3600 0.0135346
3700 0.014321
3800 0.0150842
3900 0.0158499
