10 1.632e-05
110 0.000239781
210 0.000772884
310 0.00167016
410 0.00303451
510 0.00445307
610 0.00619368
710 0.00688629
810 0.00729747
910 0.00915683
1010 0.0112528
1110 0.0136537
1210 0.0162674
1310 0.0189534
1410 0.0220575
1510 0.0254338
1610 0.0286914
1710 0.0324266
1810 0.0362889
1910 0.0404387
2010 0.0446929
2110 0.0493365
2210 0.053912
2310 0.0590597
2410 0.0640897
2510 0.0697276
2610 0.0754381
2710 0.0811608
2810 0.0879666
2910 0.0944309
3010 0.103184
3110 0.111216
3210 0.116721
3310 0.1239
3410 0.131555
3510 0.137476
3610 0.145235
3710 0.153079
3810 0.159588
3910 0.166547
