100 0.000138143
1100 0.0114745
2100 0.0422736
3100 0.0917077
4100 0.160862
5100 0.254686
6100 0.365237
7100 0.499776
8100 0.647794
9100 0.823649
10100 1.01458
11100 1.24449
12100 1.49041
13100 1.73819
14100 2.0503
15100 2.39879
16100 2.70318
17100 3.06567
18100 3.41402
19100 3.8201
20100 4.22434
21100 4.67701
22100 5.40704
23100 5.77129
24100 6.23976
25100 6.83746
26100 7.44622
27100 8.00005
28100 8.67231
29100 9.26146
30100 9.69522
31100 10.39
32100 11.3538
33100 12.2996
34100 13.2368
35100 14.5183
36100 15.5165
37100 21.5635
38100 18.2827
39100 20.4935
40100 23.4225
41100 23.071
42100 26.0859
43100 25.535
44100 26.3359
45100 27.3854
46100 30.0201
47100 31.0798
48100 30.4303
49100 25.8621
