100 1.9767e-05
1100 0.000642214
2100 0.00253043
3100 0.00448689
4100 0.0079524
5100 0.0115691
6100 0.017571
7100 0.0237795
8100 0.0322085
9100 0.0413747
10100 0.0509636
11100 0.0591867
12100 0.0676106
13100 0.0760305
14100 0.0852362
15100 0.0936719
16100 0.101373
17100 0.112431
18100 0.125433
19100 0.13803
20100 0.147363
21100 0.158271
22100 0.168957
23100 0.179827
24100 0.191706
25100 0.216232
26100 0.238865
27100 0.23465
28100 0.247909
29100 0.252302
30100 0.260853
31100 0.26737
32100 0.279271
33100 0.315597
34100 0.323058
35100 0.338329
36100 0.352265
37100 0.368083
38100 0.374822
39100 0.383832
40100 0.397436
41100 0.413125
42100 0.434828
43100 0.455143
44100 0.470559
45100 0.493026
46100 0.579817
47100 0.544353
48100 0.571335
49100 0.600334
