100 0.000135508
1100 0.00716337
2100 0.0258049
3100 0.0518955
4100 0.0843086
5100 0.131013
6100 0.187156
7100 0.258193
8100 0.345478
9100 0.424896
10100 0.522748
11100 0.669798
12100 0.750614
13100 0.880857
14100 1.0384
15100 1.1781
16100 1.36433
17100 1.5789
18100 1.80802
19100 2.02095
20100 2.19353
21100 2.46737
22100 2.62296
23100 2.83114
24100 3.07405
25100 3.32867
26100 3.58074
27100 3.86964
28100 4.24099
29100 4.51512
30100 4.79585
31100 5.11325
32100 5.43773
33100 5.85024
34100 6.14627
35100 6.57786
36100 6.89472
37100 7.2272
38100 7.64878
39100 8.14205
40100 8.41609
